no,komentar,sentimen,Tweet,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized,tweet_tokens_stemmed
326,Mbkm. Bisa konversi pkl sama kkn,Positif,mbkm bisa konversi pkl sama kkn,"['mbkm', 'bisa', 'konversi', 'pkl', 'sama', 'kkn']",<FreqDist with 6 samples and 6 outcomes>,"['mbkm', 'bisa', 'konversi', 'pkl', 'kkn']","['mbkm', 'bisa', 'konversi', 'pkl', 'kkn']","['mbkm', 'bisa', 'konversi', 'pkl', 'kkn']"
327,Gampang banget temen temen aku dapet mbkm yampun,Positif,gampang banget temen temen aku dapet mbkm yampun,"['gampang', 'banget', 'temen', 'temen', 'aku', 'dapet', 'mbkm', 'yampun']",<FreqDist with 7 samples and 8 outcomes>,"['gampang', 'temen', 'temen', 'aku', 'dapet', 'mbkm', 'yampun']","['gampang', 'temen', 'temen', 'aku', 'dapet', 'mbkm', 'yampun']","['gampang', 'temen', 'temen', 'aku', 'dapet', 'mbkm', 'yampun']"
328,bismillah kampus aku kkn nya boleh di konversi ke magang mbkm ,Positif,bismillah kampus aku kkn nya boleh di konversi ke magang mbkm,"['bismillah', 'kampus', 'aku', 'kkn', 'nya', 'boleh', 'di', 'konversi', 'ke', 'magang', 'mbkm']",<FreqDist with 11 samples and 11 outcomes>,"['bismillah', 'kampus', 'aku', 'kkn', 'boleh', 'di', 'konversi', 'ke', 'magang', 'mbkm']","['bismillah', 'kampus', 'aku', 'kkn', 'boleh', 'di', 'konversi', 'ke', 'magang', 'mbkm']","['bismillah', 'kampus', 'aku', 'kkn', 'boleh', 'di', 'konversi', 'ke', 'magang', 'mbkm']"
329,Perancanngan Program MBKM Kemdikbud Ristek dan Pemkab Gowa Masuk Tahap Finalisasi ,Positif,perancanngan program mbkm kemdikbud ristek dan pemkab gowa masuk tahap finalisasi,"['perancanngan', 'program', 'mbkm', 'kemdikbud', 'ristek', 'dan', 'pemkab', 'gowa', 'masuk', 'tahap', 'finalisasi']",<FreqDist with 11 samples and 11 outcomes>,"['perancanngan', 'program', 'mbkm', 'kemdikbud', 'ristek', 'dan', 'pemkab', 'gowa', 'masuk', 'tahap', 'finalisasi']","['perancanngan', 'program', 'mbkm', 'kemdikbud', 'ristek', 'dan', 'pemkab', 'gowa', 'masuk', 'tahap', 'finalisasi']","['perancanngan', 'program', 'mbkm', 'kemdikbud', 'ristek', 'dan', 'pemkab', 'gowa', 'masuk', 'tahap', 'final']"
330,"Program MBKM, Desa di Gowa Jadi Pusat Penelitian Mahasiswa Indonesia ",Positif,program mbkm desa di gowa jadi pusat penelitian mahasiswa indonesia,"['program', 'mbkm', 'desa', 'di', 'gowa', 'jadi', 'pusat', 'penelitian', 'mahasiswa', 'indonesia']",<FreqDist with 10 samples and 10 outcomes>,"['program', 'mbkm', 'desa', 'di', 'gowa', 'jadi', 'pusat', 'penelitian', 'mahasiswa', 'indonesia']","['program', 'mbkm', 'desa', 'di', 'gowa', 'jadi', 'pusat', 'penelitian', 'mahasiswa', 'indonesia']","['program', 'mbkm', 'desa', 'di', 'gowa', 'jadi', 'pusat', 'teliti', 'mahasiswa', 'indonesia']"
331,perang nya kalo disuruh ambil mbkm luar prodi nder :(,Negatif,perang nya kalo disuruh ambil mbkm luar prodi nder,"['perang', 'nya', 'kalo', 'disuruh', 'ambil', 'mbkm', 'luar', 'prodi', 'nder']",<FreqDist with 9 samples and 9 outcomes>,"['perang', 'kalo', 'disuruh', 'ambil', 'mbkm', 'luar', 'prodi', 'nder']","['perang', 'kalo', 'disuruh', 'ambil', 'mbkm', 'luar', 'prodi', 'nder']","['perang', 'kalo', 'suruh', 'ambil', 'mbkm', 'luar', 'prodi', 'nder']"
332,Tahun Ini Program MBKM Target Keterlibatan 150 Ribu Mahasiswa,Positif,tahun ini program mbkm target keterlibatan ribu mahasiswa,"['tahun', 'ini', 'program', 'mbkm', 'target', 'keterlibatan', 'ribu', 'mahasiswa']",<FreqDist with 8 samples and 8 outcomes>,"['tahun', 'program', 'mbkm', 'target', 'keterlibatan', 'ribu', 'mahasiswa']","['tahun', 'program', 'mbkm', 'target', 'keterlibatan', 'ribu', 'mahasiswa']","['tahun', 'program', 'mbkm', 'target', 'libat', 'ribu', 'mahasiswa']"
333,"Hindari Kekakuan Otot Sewaktu Kerja, Mahasiswa MBKM UNDIP Lakukan Sosialisasi Di Tempat Magang",Positif,hindari kekakuan otot sewaktu kerja mahasiswa mbkm undip lakukan sosialisasi di tempat magang,"['hindari', 'kekakuan', 'otot', 'sewaktu', 'kerja', 'mahasiswa', 'mbkm', 'undip', 'lakukan', 'sosialisasi', 'di', 'tempat', 'magang']",<FreqDist with 13 samples and 13 outcomes>,"['hindari', 'kekakuan', 'otot', 'sewaktu', 'kerja', 'mahasiswa', 'mbkm', 'undip', 'lakukan', 'sosialisasi', 'di', 'tempat', 'magang']","['hindari', 'kekakuan', 'otot', 'sewaktu', 'kerja', 'mahasiswa', 'mbkm', 'undip', 'lakukan', 'sosialisasi', 'di', 'tempat', 'magang']","['hindar', 'kaku', 'otot', 'waktu', 'kerja', 'mahasiswa', 'mbkm', 'undip', 'laku', 'sosialisasi', 'di', 'tempat', 'magang']"
334,"Sumpah website mbkm gajelas total banget anjrit, masa penilaian gue jadi 0",Negatif,sumpah website mbkm gajelas total banget anjrit masa penilaian gue jadi,"['sumpah', 'website', 'mbkm', 'gajelas', 'total', 'banget', 'anjrit', 'masa', 'penilaian', 'gue', 'jadi']",<FreqDist with 11 samples and 11 outcomes>,"['sumpah', 'website', 'mbkm', 'gajelas', 'total', 'anjrit', 'masa', 'penilaian', 'gue', 'jadi']","['sumpah', 'website', 'mbkm', 'gajelas', 'total', 'anjrit', 'masa', 'penilaian', 'gue', 'jadi']","['sumpah', 'website', 'mbkm', 'gajelas', 'total', 'anjrit', 'masa', 'nilai', 'gue', 'jadi']"
335,"Canangkan  MBKM, Kemdikbud Ristek dan Pemkab Gowa Sinergikan Empat Sektor ",Positif,canangkan mbkm kemdikbud ristek dan pemkab gowa sinergikan empat sektor,"['canangkan', 'mbkm', 'kemdikbud', 'ristek', 'dan', 'pemkab', 'gowa', 'sinergikan', 'empat', 'sektor']",<FreqDist with 10 samples and 10 outcomes>,"['canangkan', 'mbkm', 'kemdikbud', 'ristek', 'dan', 'pemkab', 'gowa', 'sinergikan', 'empat', 'sektor']","['canangkan', 'mbkm', 'kemdikbud', 'ristek', 'dan', 'pemkab', 'gowa', 'sinergikan', 'empat', 'sektor']","['canang', 'mbkm', 'kemdikbud', 'ristek', 'dan', 'pemkab', 'gowa', 'sinergi', 'empat', 'sektor']"
336,"Mantapkan Pemahaman Program, Tim MBKM dan PD Dikti Sosialisasikan Teknis MBKM ke Unud",Positif,mantapkan pemahaman program tim mbkm dan pd dikti sosialisasikan teknis mbkm ke unud,"['mantapkan', 'pemahaman', 'program', 'tim', 'mbkm', 'dan', 'pd', 'dikti', 'sosialisasikan', 'teknis', 'mbkm', 'ke', 'unud']",<FreqDist with 12 samples and 13 outcomes>,"['mantapkan', 'pemahaman', 'program', 'tim', 'mbkm', 'dan', 'pd', 'dikti', 'sosialisasikan', 'teknis', 'mbkm', 'ke', 'unud']","['mantapkan', 'pemahaman', 'program', 'tim', 'mbkm', 'dan', 'pd', 'dikti', 'sosialisasikan', 'teknis', 'mbkm', 'ke', 'unud']","['mantap', 'paham', 'program', 'tim', 'mbkm', 'dan', 'pd', 'dikti', 'sosialisasi', 'teknis', 'mbkm', 'ke', 'unud']"
337,"Memajukan SDM, Pemkab Badung Siap Dukung MBKM ",Positif,memajukan sdm pemkab badung siap dukung mbkm,"['memajukan', 'sdm', 'pemkab', 'badung', 'siap', 'dukung', 'mbkm']",<FreqDist with 7 samples and 7 outcomes>,"['memajukan', 'sdm', 'pemkab', 'badung', 'siap', 'dukung', 'mbkm']","['memajukan', 'sdm', 'pemkab', 'badung', 'siap', 'dukung', 'mbkm']","['maju', 'sdm', 'pemkab', 'badung', 'siap', 'dukung', 'mbkm']"
338,Program peningkatan kualitas SDM tersebut melalui tranformasi pendidikan tinggi lewat program Merdeka Belajar Kampus Merdeka,Positif,program peningkatan kualitas sdm tersebut melalui tranformasi pendidikan tinggi lewat program merdeka belajar kampus merdeka,"['program', 'peningkatan', 'kualitas', 'sdm', 'tersebut', 'melalui', 'tranformasi', 'pendidikan', 'tinggi', 'lewat', 'program', 'merdeka', 'belajar', 'kampus', 'merdeka']",<FreqDist with 13 samples and 15 outcomes>,"['program', 'peningkatan', 'kualitas', 'sdm', 'tersebut', 'melalui', 'tranformasi', 'pendidikan', 'tinggi', 'lewat', 'program', 'merdeka', 'belajar', 'kampus', 'merdeka']","['program', 'peningkatan', 'kualitas', 'sdm', 'tersebut', 'melalui', 'tranformasi', 'pendidikan', 'tinggi', 'lewat', 'program', 'merdeka', 'belajar', 'kampus', 'merdeka']","['program', 'tingkat', 'kualitas', 'sdm', 'sebut', 'lalu', 'tranformasi', 'didik', 'tinggi', 'lewat', 'program', 'merdeka', 'ajar', 'kampus', 'merdeka']"
339,Semakin overthinking karena mbkm,Negatif,semakin overthinking karena mbkm,"['semakin', 'overthinking', 'karena', 'mbkm']",<FreqDist with 4 samples and 4 outcomes>,"['semakin', 'overthinking', 'karena', 'mbkm']","['semakin', 'overthinking', 'karena', 'mbkm']","['makin', 'overthinking', 'karena', 'mbkm']"
340,Tim MBKM dan PD Dikti Jemput Bola ke Unit Kerja Samakan persepsi terkait MBKM dan Pelaporan PD Dikti ,Positif,tim mbkm dan pd dikti jemput bola ke unit kerja samakan persepsi terkait mbkm dan pelaporan pd dikti,"['tim', 'mbkm', 'dan', 'pd', 'dikti', 'jemput', 'bola', 'ke', 'unit', 'kerja', 'samakan', 'persepsi', 'terkait', 'mbkm', 'dan', 'pelaporan', 'pd', 'dikti']",<FreqDist with 14 samples and 18 outcomes>,"['tim', 'mbkm', 'dan', 'pd', 'dikti', 'jemput', 'bola', 'ke', 'unit', 'kerja', 'samakan', 'persepsi', 'terkait', 'mbkm', 'dan', 'pelaporan', 'pd', 'dikti']","['tim', 'mbkm', 'dan', 'pd', 'dikti', 'jemput', 'bola', 'ke', 'unit', 'kerja', 'samakan', 'persepsi', 'terkait', 'mbkm', 'dan', 'pelaporan', 'pd', 'dikti']","['tim', 'mbkm', 'dan', 'pd', 'dikti', 'jemput', 'bola', 'ke', 'unit', 'kerja', 'sama', 'persepsi', 'kait', 'mbkm', 'dan', 'lapor', 'pd', 'dikti']"
341,nangis liat realita konversi sks MBKM nyiapin mental 9 semester ,Negatif,nangis liat realita konversi sks mbkm nyiapin mental semester,"['nangis', 'liat', 'realita', 'konversi', 'sks', 'mbkm', 'nyiapin', 'mental', 'semester']",<FreqDist with 9 samples and 9 outcomes>,"['nangis', 'liat', 'realita', 'konversi', 'sks', 'mbkm', 'nyiapin', 'mental', 'semester']","['nangis', 'liat', 'realita', 'konversi', 'sks', 'mbkm', 'nyiapin', 'mental', 'semester']","['nang', 'liat', 'realita', 'konversi', 'sks', 'mbkm', 'nyiapin', 'mental', 'semester']"
342,"Tahun Ini 150.000 Mahasiswa  Ditarget Ikut MBKM, agar Saat Lulus Memenuhi Kebutuhan Dunia Usaha",Positif,tahun ini mahasiswa ditarget ikut mbkm agar saat lulus memenuhi kebutuhan dunia usaha,"['tahun', 'ini', 'mahasiswa', 'ditarget', 'ikut', 'mbkm', 'agar', 'saat', 'lulus', 'memenuhi', 'kebutuhan', 'dunia', 'usaha']",<FreqDist with 13 samples and 13 outcomes>,"['tahun', 'mahasiswa', 'ditarget', 'ikut', 'mbkm', 'agar', 'saat', 'lulus', 'memenuhi', 'kebutuhan', 'dunia', 'usaha']","['tahun', 'mahasiswa', 'ditarget', 'ikut', 'mbkm', 'agar', 'saat', 'lulus', 'memenuhi', 'kebutuhan', 'dunia', 'usaha']","['tahun', 'mahasiswa', 'target', 'ikut', 'mbkm', 'agar', 'saat', 'lulus', 'penuh', 'butuh', 'dunia', 'usaha']"
343,Kebijakan Merdeka Belajar Kampus Merdeka (MBKM) digadang-gadang sebagai inovasi terhadap pendidikan tinggi di Indonesia.,Positif,kebijakan merdeka belajar kampus merdeka mbkm digadanggadang sebagai inovasi terhadap pendidikan tinggi di indonesia,"['kebijakan', 'merdeka', 'belajar', 'kampus', 'merdeka', 'mbkm', 'digadanggadang', 'sebagai', 'inovasi', 'terhadap', 'pendidikan', 'tinggi', 'di', 'indonesia']",<FreqDist with 13 samples and 14 outcomes>,"['kebijakan', 'merdeka', 'belajar', 'kampus', 'merdeka', 'mbkm', 'digadanggadang', 'inovasi', 'pendidikan', 'tinggi', 'di', 'indonesia']","['kebijakan', 'merdeka', 'belajar', 'kampus', 'merdeka', 'mbkm', 'digadanggadang', 'inovasi', 'pendidikan', 'tinggi', 'di', 'indonesia']","['bijak', 'merdeka', 'ajar', 'kampus', 'merdeka', 'mbkm', 'digadanggadang', 'inovasi', 'didik', 'tinggi', 'di', 'indonesia']"
344,"Sukseskan Program MBKM, ISEI Jakarta Gandeng BEI, Himbara, dan Kadin ",Positif,sukseskan program mbkm isei jakarta gandeng bei himbara dan kadin,"['sukseskan', 'program', 'mbkm', 'isei', 'jakarta', 'gandeng', 'bei', 'himbara', 'dan', 'kadin']",<FreqDist with 10 samples and 10 outcomes>,"['sukseskan', 'program', 'mbkm', 'isei', 'jakarta', 'gandeng', 'bei', 'himbara', 'dan', 'kadin']","['sukseskan', 'program', 'mbkm', 'isei', 'jakarta', 'gandeng', 'bei', 'himbara', 'dan', 'kadin']","['sukses', 'program', 'mbkm', 'isei', 'jakarta', 'gandeng', 'bei', 'himbara', 'dan', 'kadin']"
345,"Dapet tapi based on pengalamannya orang-orang, telat telat parah, dan gaji juga beda beda. ",Negatif,dapet tapi based on pengalamannya orangorang telat telat parah dan gaji juga beda beda,"['dapet', 'tapi', 'based', 'on', 'pengalamannya', 'orangorang', 'telat', 'telat', 'parah', 'dan', 'gaji', 'juga', 'beda', 'beda']",<FreqDist with 12 samples and 14 outcomes>,"['dapet', 'tapi', 'based', 'on', 'pengalamannya', 'orangorang', 'telat', 'telat', 'parah', 'dan', 'gaji', 'juga', 'beda', 'beda']","['dapet', 'tapi', 'based', 'on', 'pengalamannya', 'orangorang', 'telat', 'telat', 'parah', 'dan', 'gaji', 'juga', 'beda', 'beda']","['dapet', 'tapi', 'based', 'on', 'alam', 'orangorang', 'telat', 'telat', 'parah', 'dan', 'gaji', 'juga', 'beda', 'beda']"
346,mbkm percobaan,Negatif,mbkm percobaan,"['mbkm', 'percobaan']",<FreqDist with 2 samples and 2 outcomes>,"['mbkm', 'percobaan']","['mbkm', 'percobaan']","['mbkm', 'coba']"
347,"yaelah masuk masih seminggu tapi udah pusing, buat apa pas krsan milih matkul mbkm yang nggak tabrakan jadwalnya ",Negatif,yaelah masuk masih seminggu tapi udah pusing buat apa pas krsan milih matkul mbkm yang nggak tabrakan jadwalnya,"['yaelah', 'masuk', 'masih', 'seminggu', 'tapi', 'udah', 'pusing', 'buat', 'apa', 'pas', 'krsan', 'milih', 'matkul', 'mbkm', 'yang', 'nggak', 'tabrakan', 'jadwalnya']",<FreqDist with 18 samples and 18 outcomes>,"['yaelah', 'masuk', 'masih', 'seminggu', 'tapi', 'udah', 'pusing', 'buat', 'apa', 'pas', 'krsan', 'milih', 'matkul', 'mbkm', 'nggak', 'tabrakan', 'jadwalnya']","['yaelah', 'masuk', 'masih', 'seminggu', 'tapi', 'udah', 'pusing', 'buat', 'apa', 'pas', 'krsan', 'milih', 'matkul', 'mbkm', 'nggak', 'tabrakan', 'jadwalnya']","['yaelah', 'masuk', 'masih', 'minggu', 'tapi', 'udah', 'pusing', 'buat', 'apa', 'pas', 'krsan', 'milih', 'matkul', 'mbkm', 'nggak', 'tabrak', 'jadwal']"
348,"Pertama kali dapet ip dibawah 3,7 sial nangis bangrt tega sekali dosen2 smt 5, untung mbkm jadi gak harus ketemu dosen",Negatif,pertama kali dapet ip dibawah sial nangis bangrt tega sekali dosen smt untung mbkm jadi gak harus ketemu dosen,"['pertama', 'kali', 'dapet', 'ip', 'dibawah', 'sial', 'nangis', 'bangrt', 'tega', 'sekali', 'dosen', 'smt', 'untung', 'mbkm', 'jadi', 'gak', 'harus', 'ketemu', 'dosen']",<FreqDist with 18 samples and 19 outcomes>,"['pertama', 'kali', 'dapet', 'ip', 'dibawah', 'sial', 'nangis', 'bangrt', 'tega', 'sekali', 'dosen', 'smt', 'untung', 'mbkm', 'jadi', 'harus', 'ketemu', 'dosen']","['pertama', 'kali', 'dapet', 'ip', 'dibawah', 'sial', 'nangis', 'bangrt', 'tega', 'sekali', 'dosen', 'smt', 'untung', 'mbkm', 'jadi', 'harus', 'ketemu', 'dosen']","['pertama', 'kali', 'dapet', 'ip', 'bawah', 'sial', 'nang', 'bangrt', 'tega', 'sekali', 'dosen', 'smt', 'untung', 'mbkm', 'jadi', 'harus', 'ketemu', 'dosen']"
349,"Mending kuliah dulu. Soalnya, kata temen2, mbkm ditambah ambil mata kuliah tuh susah ",Negatif,mending kuliah dulu soalnya kata temen mbkm ditambah ambil mata kuliah tuh susah,"['mending', 'kuliah', 'dulu', 'soalnya', 'kata', 'temen', 'mbkm', 'ditambah', 'ambil', 'mata', 'kuliah', 'tuh', 'susah']",<FreqDist with 12 samples and 13 outcomes>,"['mending', 'kuliah', 'dulu', 'soalnya', 'kata', 'temen', 'mbkm', 'ditambah', 'ambil', 'mata', 'kuliah', 'susah']","['mending', 'kuliah', 'dulu', 'soalnya', 'kata', 'temen', 'mbkm', 'ditambah', 'ambil', 'mata', 'kuliah', 'susah']","['mending', 'kuliah', 'dulu', 'soal', 'kata', 'temen', 'mbkm', 'tambah', 'ambil', 'mata', 'kuliah', 'susah']"
350,prodinya ramah mbkm,Positif,prodinya ramah mbkm,"['prodinya', 'ramah', 'mbkm']",<FreqDist with 3 samples and 3 outcomes>,"['prodinya', 'ramah', 'mbkm']","['prodinya', 'ramah', 'mbkm']","['prodinya', 'ramah', 'mbkm']"
351,studiindependen itu termasuk salah satu program mbkm nder,Positif,studiindependen itu termasuk salah satu program mbkm nder,"['studiindependen', 'itu', 'termasuk', 'salah', 'satu', 'program', 'mbkm', 'nder']",<FreqDist with 8 samples and 8 outcomes>,"['studiindependen', 'itu', 'termasuk', 'salah', 'satu', 'program', 'mbkm', 'nder']","['studiindependen', 'itu', 'termasuk', 'salah', 'satu', 'program', 'mbkm', 'nder']","['studiindependen', 'itu', 'masuk', 'salah', 'satu', 'program', 'mbkm', 'nder']"
352,Padahal di aku juga banyak terjadi perubahan buat matkul di irs karena adanya mbkm,Positif,padahal di aku juga banyak terjadi perubahan buat matkul di irs karena adanya mbkm,"['padahal', 'di', 'aku', 'juga', 'banyak', 'terjadi', 'perubahan', 'buat', 'matkul', 'di', 'irs', 'karena', 'adanya', 'mbkm']",<FreqDist with 13 samples and 14 outcomes>,"['padahal', 'di', 'aku', 'juga', 'banyak', 'terjadi', 'perubahan', 'buat', 'matkul', 'di', 'irs', 'karena', 'adanya', 'mbkm']","['padahal', 'di', 'aku', 'juga', 'banyak', 'terjadi', 'perubahan', 'buat', 'matkul', 'di', 'irs', 'karena', 'adanya', 'mbkm']","['padahal', 'di', 'aku', 'juga', 'banyak', 'jadi', 'ubah', 'buat', 'matkul', 'di', 'irs', 'karena', 'ada', 'mbkm']"
353,"Mbkm tu merdeka belajar kampus merdeka, programnya ada kampus mengajar, magang, studi independent, bangkit, iisma, sama kmmi",Positif,mbkm tu merdeka belajar kampus merdeka programnya ada kampus mengajar magang studi independent bangkit iisma sama kmmi,"['mbkm', 'tu', 'merdeka', 'belajar', 'kampus', 'merdeka', 'programnya', 'ada', 'kampus', 'mengajar', 'magang', 'studi', 'independent', 'bangkit', 'iisma', 'sama', 'kmmi']",<FreqDist with 15 samples and 17 outcomes>,"['mbkm', 'tu', 'merdeka', 'belajar', 'kampus', 'merdeka', 'programnya', 'ada', 'kampus', 'mengajar', 'magang', 'studi', 'independent', 'bangkit', 'iisma', 'kmmi']","['mbkm', 'tu', 'merdeka', 'belajar', 'kampus', 'merdeka', 'programnya', 'ada', 'kampus', 'mengajar', 'magang', 'studi', 'independent', 'bangkit', 'iisma', 'kmmi']","['mbkm', 'tu', 'merdeka', 'ajar', 'kampus', 'merdeka', 'program', 'ada', 'kampus', 'ajar', 'magang', 'studi', 'independent', 'bangkit', 'iisma', 'kmmi']"
354,"kalo di fisip mah uda ada tim mbkm yg khusus ngurusin konversi, jd mahasiswa ga ribet",Positif,kalo di fisip mah uda ada tim mbkm yg khusus ngurusin konversi jd mahasiswa ga ribet,"['kalo', 'di', 'fisip', 'mah', 'uda', 'ada', 'tim', 'mbkm', 'yg', 'khusus', 'ngurusin', 'konversi', 'jd', 'mahasiswa', 'ga', 'ribet']",<FreqDist with 16 samples and 16 outcomes>,"['kalo', 'di', 'fisip', 'mah', 'uda', 'ada', 'tim', 'mbkm', 'yg', 'khusus', 'ngurusin', 'konversi', 'mahasiswa', 'ribet']","['kalo', 'di', 'fisip', 'mah', 'uda', 'ada', 'tim', 'mbkm', 'yg', 'khusus', 'ngurusin', 'konversi', 'mahasiswa', 'ribet']","['kalo', 'di', 'fisip', 'mah', 'uda', 'ada', 'tim', 'mbkm', 'yg', 'khusus', 'ngurusin', 'konversi', 'mahasiswa', 'ribet']"
355,"demi apa pun takut banget, orang orang udah dapat pengumuman mbkm, dan gue belum :((",Negatif,demi apa pun takut banget orang orang udah dapat pengumuman mbkm dan gue belum,"['demi', 'apa', 'pun', 'takut', 'banget', 'orang', 'orang', 'udah', 'dapat', 'pengumuman', 'mbkm', 'dan', 'gue', 'belum']",<FreqDist with 13 samples and 14 outcomes>,"['demi', 'apa', 'pun', 'takut', 'orang', 'orang', 'udah', 'dapat', 'pengumuman', 'mbkm', 'dan', 'gue', 'belum']","['demi', 'apa', 'pun', 'takut', 'orang', 'orang', 'udah', 'dapat', 'pengumuman', 'mbkm', 'dan', 'gue', 'belum']","['demi', 'apa', 'pun', 'takut', 'orang', 'orang', 'udah', 'dapat', 'umum', 'mbkm', 'dan', 'gue', 'belum']"
356,"Btw, aku udah dapet jawaban overthinking aku soal kuliahku. Jadi mau ambil mbkm, tinggal nunggu seleksi dan pengumuman",Negatif,btw aku udah dapet jawaban overthinking aku soal kuliahku jadi mau ambil mbkm tinggal nunggu seleksi dan pengumuman,"['btw', 'aku', 'udah', 'dapet', 'jawaban', 'overthinking', 'aku', 'soal', 'kuliahku', 'jadi', 'mau', 'ambil', 'mbkm', 'tinggal', 'nunggu', 'seleksi', 'dan', 'pengumuman']",<FreqDist with 17 samples and 18 outcomes>,"['btw', 'aku', 'udah', 'dapet', 'jawaban', 'overthinking', 'aku', 'soal', 'kuliahku', 'jadi', 'mau', 'ambil', 'mbkm', 'tinggal', 'nunggu', 'seleksi', 'dan', 'pengumuman']","['btw', 'aku', 'udah', 'dapet', 'jawaban', 'overthinking', 'aku', 'soal', 'kuliahku', 'jadi', 'mau', 'ambil', 'mbkm', 'tinggal', 'nunggu', 'seleksi', 'dan', 'pengumuman']","['btw', 'aku', 'udah', 'dapet', 'jawab', 'overthinking', 'aku', 'soal', 'kuliah', 'jadi', 'mau', 'ambil', 'mbkm', 'tinggal', 'nunggu', 'seleksi', 'dan', 'umum']"
357,"habis magang mbkm ini, w jadi makin pede buat meminang big company",Positif,habis magang mbkm ini  jadi makin pede buat meminang big company,"['habis', 'magang', 'mbkm', 'ini', 'jadi', 'makin', 'pede', 'buat', 'meminang', 'big', 'company']",<FreqDist with 11 samples and 11 outcomes>,"['habis', 'magang', 'mbkm', 'jadi', 'makin', 'pede', 'buat', 'meminang', 'big', 'company']","['habis', 'magang', 'mbkm', 'jadi', 'makin', 'pede', 'buat', 'meminang', 'big', 'company']","['habis', 'magang', 'mbkm', 'jadi', 'makin', 'pede', 'buat', 'pinang', 'big', 'company']"
358,"Fakultas bisa sih nder, aku ikut program mbkm buat online winter school dapet dari fakultas.",Positif,fakultas bisa sih nder aku ikut program mbkm buat online winter school dapet dari fakultas,"['fakultas', 'bisa', 'sih', 'nder', 'aku', 'ikut', 'program', 'mbkm', 'buat', 'online', 'winter', 'school', 'dapet', 'dari', 'fakultas']",<FreqDist with 14 samples and 15 outcomes>,"['fakultas', 'bisa', 'nder', 'aku', 'ikut', 'program', 'mbkm', 'buat', 'online', 'winter', 'school', 'dapet', 'dari', 'fakultas']","['fakultas', 'bisa', 'nder', 'aku', 'ikut', 'program', 'mbkm', 'buat', 'online', 'winter', 'school', 'dapet', 'dari', 'fakultas']","['fakultas', 'bisa', 'nder', 'aku', 'ikut', 'program', 'mbkm', 'buat', 'online', 'winter', 'school', 'dapet', 'dari', 'fakultas']"
359,"tapi pernah liat fyp tiktok ada yang ikut mbkm itu dia lulusnya juga jadi aga lama, gatau juga si ya. ",Positif,tapi pernah liat fyp tiktok ada yang ikut mbkm itu dia lulusnya juga jadi aga lama gatau juga si ya,"['tapi', 'pernah', 'liat', 'fyp', 'tiktok', 'ada', 'yang', 'ikut', 'mbkm', 'itu', 'dia', 'lulusnya', 'juga', 'jadi', 'aga', 'lama', 'gatau', 'juga', 'si', 'ya']",<FreqDist with 19 samples and 20 outcomes>,"['tapi', 'pernah', 'liat', 'fyp', 'tiktok', 'ada', 'ikut', 'mbkm', 'itu', 'dia', 'lulusnya', 'juga', 'jadi', 'aga', 'lama', 'gatau', 'juga']","['tapi', 'pernah', 'liat', 'fyp', 'tiktok', 'ada', 'ikut', 'mbkm', 'itu', 'dia', 'lulusnya', 'juga', 'jadi', 'aga', 'lama', 'gatau', 'juga']","['tapi', 'pernah', 'liat', 'fyp', 'tiktok', 'ada', 'ikut', 'mbkm', 'itu', 'dia', 'lulus', 'juga', 'jadi', 'aga', 'lama', 'gatau', 'juga']"
360,"Tingkatkan Kualitas Data MBKM di PD Dikti, Unud Gelar Pertemuan Daring untuk Semua Operator ",Positif,tingkatkan kualitas data mbkm di pd dikti unud gelar pertemuan daring untuk semua operator,"['tingkatkan', 'kualitas', 'data', 'mbkm', 'di', 'pd', 'dikti', 'unud', 'gelar', 'pertemuan', 'daring', 'untuk', 'semua', 'operator']",<FreqDist with 14 samples and 14 outcomes>,"['tingkatkan', 'kualitas', 'data', 'mbkm', 'di', 'pd', 'dikti', 'unud', 'gelar', 'pertemuan', 'daring', 'untuk', 'semua', 'operator']","['tingkatkan', 'kualitas', 'data', 'mbkm', 'di', 'pd', 'dikti', 'unud', 'gelar', 'pertemuan', 'daring', 'untuk', 'semua', 'operator']","['tingkat', 'kualitas', 'data', 'mbkm', 'di', 'pd', 'dikti', 'unud', 'gelar', 'temu', 'daring', 'untuk', 'semua', 'operator']"
361,"karena aku ikut magang mbkm dari fakultas, jadi cuma di konvert 20 sks semester depan",Positif,karena aku ikut magang mbkm dari fakultas jadi cuma di konvert sks semester depan,"['karena', 'aku', 'ikut', 'magang', 'mbkm', 'dari', 'fakultas', 'jadi', 'cuma', 'di', 'konvert', 'sks', 'semester', 'depan']",<FreqDist with 14 samples and 14 outcomes>,"['karena', 'aku', 'ikut', 'magang', 'mbkm', 'dari', 'fakultas', 'jadi', 'cuma', 'di', 'konvert', 'sks', 'semester', 'depan']","['karena', 'aku', 'ikut', 'magang', 'mbkm', 'dari', 'fakultas', 'jadi', 'cuma', 'di', 'konvert', 'sks', 'semester', 'depan']","['karena', 'aku', 'ikut', 'magang', 'mbkm', 'dari', 'fakultas', 'jadi', 'cuma', 'di', 'konvert', 'sks', 'semester', 'depan']"
